"ID","y_passXtremeDurability"
160175,0.5
160176,0.5
160177,0.5
160178,0.5
160179,0.5
160180,0.5
160181,0.5
160182,0.5
160183,0.5
160184,0.5
160185,0.5
160186,0.5
160187,0.5
160188,0.5
160189,0.5
160190,0.5
160191,0.5
160192,0.5
160193,0.5
160194,0.5
160195,0.5
160196,0.5
160197,0.5
160198,0.5
160199,0.5
160200,0.5
160201,0.5
160202,0.5
160203,0.5
160204,0.5
160205,0.5
160206,0.5
160207,0.5
160208,0.5
160209,0.5
160210,0.5
160211,0.5
160212,0.5
160213,0.5
160214,0.5
160215,0.5
160216,0.5
160217,0.5
160218,0.5
160219,0.5
160220,0.5
160221,0.5
160222,0.5
160223,0.5
160224,0.5
160225,0.5
160226,0.5
160227,0.5
160228,0.5
160229,0.5
160230,0.5
160231,0.5
160232,0.5
160233,0.5
160234,0.5
160235,0.5
160236,0.5
160237,0.5
160238,0.5
160239,0.5
160240,0.5
160241,0.5
160242,0.5
160243,0.5
160244,0.5
160245,0.5
160246,0.5
160247,0.5
160248,0.5
160249,0.5
160250,0.5
160251,0.5
160252,0.5
160253,0.5
160254,0.5
160255,0.5
160256,0.5
160257,0.5
160258,0.5
160259,0.5
160260,0.5
160261,0.5
160262,0.5
160263,0.5
160264,0.5
160265,0.5
160266,0.5
160267,0.5
160268,0.5
160269,0.5
160270,0.5
160271,0.5
160272,0.5
160273,0.5
160274,0.5
160275,0.5
160276,0.5
160277,0.5
160278,0.5
160279,0.5
160280,0.5
160281,0.5
160282,0.5
160283,0.5
160284,0.5
160285,0.5
160286,0.5
160287,0.5
160288,0.5
160289,0.5
160290,0.5
160291,0.5
160292,0.5
160293,0.5
160294,0.5
160295,0.5
160296,0.5
160297,0.5
160298,0.5
160299,0.5
160300,0.5
160301,0.5
160302,0.5
160303,0.5
160304,0.5
160305,0.5
160306,0.5
160307,0.5
160308,0.5
160309,0.5
160310,0.5
160311,0.5
160312,0.5
160313,0.5
160314,0.5
160315,0.5
160316,0.5
160317,0.5
160318,0.5
160319,0.5
160320,0.5
160321,0.5
160322,0.5
160323,0.5
160324,0.5
160325,0.5
160326,0.5
160327,0.5
160328,0.5
160329,0.5
160330,0.5
160331,0.5
160332,0.5
160333,0.5
160334,0.5
160335,0.5
160336,0.5
160337,0.5
160338,0.5
160339,0.5
160340,0.5
160341,0.5
160342,0.5
160343,0.5
160344,0.5
160345,0.5
160346,0.5
160347,0.5
160348,0.5
160349,0.5
160350,0.5
160351,0.5
160352,0.5
160353,0.5
160354,0.5
160355,0.5
160356,0.5
160357,0.5
160358,0.5
160359,0.5
160360,0.5
160361,0.5
160362,0.5
160363,0.5
160364,0.5
160365,0.5
160366,0.5
160367,0.5
160368,0.5
160369,0.5
160370,0.5
160371,0.5
160372,0.5
160373,0.5
160374,0.5
160375,0.5
160376,0.5
160377,0.5
160378,0.5
160379,0.5
160380,0.5
160381,0.5
160382,0.5
160383,0.5
160384,0.5
160385,0.5
160386,0.5
160387,0.5
160388,0.5
160389,0.5
160390,0.5
160391,0.5
160392,0.5
160393,0.5
160394,0.5
160395,0.5
160396,0.5
160397,0.5
160398,0.5
160399,0.5
160400,0.5
160401,0.5
160402,0.5
160403,0.5
160404,0.5
160405,0.5
160406,0.5
160407,0.5
160408,0.5
160409,0.5
160410,0.5
160411,0.5
160412,0.5
160413,0.5
160414,0.5
160415,0.5
160416,0.5
160417,0.5
160418,0.5
160419,0.5
160420,0.5
160421,0.5
160422,0.5
160423,0.5
160424,0.5
160425,0.5
160426,0.5
160427,0.5
160428,0.5
160429,0.5
160430,0.5
160431,0.5
160432,0.5
160433,0.5
160434,0.5
160435,0.5
160436,0.5
160437,0.5
160438,0.5
160439,0.5
160440,0.5
160441,0.5
160442,0.5
160443,0.5
160444,0.5
160445,0.5
160446,0.5
160447,0.5
160448,0.5
160449,0.5
160450,0.5
160451,0.5
160452,0.5
160453,0.5
160454,0.5
160455,0.5
160456,0.5
160457,0.5
160458,0.5
160459,0.5
160460,0.5
160461,0.5
160462,0.5
160463,0.5
160464,0.5
160465,0.5
160466,0.5
160467,0.5
160468,0.5
160469,0.5
160470,0.5
160471,0.5
160472,0.5
160473,0.5
160474,0.5
160475,0.5
160476,0.5
160477,0.5
160478,0.5
160479,0.5
160480,0.5
160481,0.5
160482,0.5
160483,0.5
160484,0.5
160485,0.5
160486,0.5
160487,0.5
160488,0.5
160489,0.5
160490,0.5
160491,0.5
160492,0.5
160493,0.5
160494,0.5
160495,0.5
160496,0.5
160497,0.5
160498,0.5
160499,0.5
160500,0.5
160501,0.5
160502,0.5
160503,0.5
160504,0.5
160505,0.5
160506,0.5
160507,0.5
160508,0.5
160509,0.5
160510,0.5
160511,0.5
160512,0.5
160513,0.5
160514,0.5
160515,0.5
160516,0.5
160517,0.5
160518,0.5
160519,0.5
160520,0.5
160521,0.5
160522,0.5
160523,0.5
160524,0.5
160525,0.5
160526,0.5
160527,0.5
160528,0.5
160529,0.5
160530,0.5
160531,0.5
160532,0.5
160533,0.5
160534,0.5
160535,0.5
160536,0.5
160537,0.5
160538,0.5
160539,0.5
160540,0.5
160541,0.5
160542,0.5
160543,0.5
160544,0.5
160545,0.5
160546,0.5
160547,0.5
160548,0.5
160549,0.5
160550,0.5
160551,0.5
160552,0.5
160553,0.5
160554,0.5
160555,0.5
160556,0.5
160557,0.5
160558,0.5
160559,0.5
160560,0.5
160561,0.5
160562,0.5
160563,0.5
160564,0.5
160565,0.5
160566,0.5
160567,0.5
160568,0.5
160569,0.5
160570,0.5
160571,0.5
160572,0.5
160573,0.5
160574,0.5
160575,0.5
160576,0.5
160577,0.5
160578,0.5
160579,0.5
160580,0.5
160581,0.5
160582,0.5
160583,0.5
160584,0.5
160585,0.5
160586,0.5
160587,0.5
160588,0.5
160589,0.5
160590,0.5
160591,0.5
160592,0.5
160593,0.5
160594,0.5
160595,0.5
160596,0.5
160597,0.5
160598,0.5
160599,0.5
160600,0.5
160601,0.5
160602,0.5
160603,0.5
160604,0.5
160605,0.5
160606,0.5
160607,0.5
160608,0.5
160609,0.5
160610,0.5
160611,0.5
160612,0.5
160613,0.5
160614,0.5
160615,0.5
160616,0.5
160617,0.5
160618,0.5
160619,0.5
160620,0.5
160621,0.5
160622,0.5
160623,0.5
160624,0.5
160625,0.5
160626,0.5
160627,0.5
160628,0.5
160629,0.5
160630,0.5
160631,0.5
160632,0.5
160633,0.5
160634,0.5
160635,0.5
160636,0.5
160637,0.5
160638,0.5
160639,0.5
160640,0.5
160641,0.5
160642,0.5
160643,0.5
160644,0.5
160645,0.5
160646,0.5
160647,0.5
160648,0.5
160649,0.5
160650,0.5
160651,0.5
160652,0.5
160653,0.5
160654,0.5
160655,0.5
160656,0.5
160657,0.5
160658,0.5
160659,0.5
160660,0.5
160661,0.5
160662,0.5
160663,0.5
160664,0.5
160665,0.5
160666,0.5
160667,0.5
160668,0.5
160669,0.5
160670,0.5
160671,0.5
160672,0.5
160673,0.5
160674,0.5
160675,0.5
160676,0.5
160677,0.5
160678,0.5
160679,0.5
160680,0.5
160681,0.5
160682,0.5
160683,0.5
160684,0.5
160685,0.5
160686,0.5
160687,0.5
160688,0.5
160689,0.5
160690,0.5
160691,0.5
160692,0.5
160693,0.5
160694,0.5
160695,0.5
160696,0.5
160697,0.5
160698,0.5
160699,0.5
160700,0.5
160701,0.5
160702,0.5
160703,0.5
160704,0.5
160705,0.5
160706,0.5
160707,0.5
160708,0.5
160709,0.5
160710,0.5
160711,0.5
160712,0.5
160713,0.5
160714,0.5
160715,0.5
160716,0.5
160717,0.5
160718,0.5
160719,0.5
160720,0.5
160721,0.5
160722,0.5
160723,0.5
160724,0.5
160725,0.5
160726,0.5
160727,0.5
160728,0.5
160729,0.5
160730,0.5
160731,0.5
160732,0.5
160733,0.5
160734,0.5
160735,0.5
160736,0.5
160737,0.5
160738,0.5
160739,0.5
160740,0.5
160741,0.5
160742,0.5
160743,0.5
160744,0.5
160745,0.5
160746,0.5
160747,0.5
160748,0.5
160749,0.5
160750,0.5
160751,0.5
160752,0.5
160753,0.5
160754,0.5
160755,0.5
160756,0.5
160757,0.5
160758,0.5
160759,0.5
160760,0.5
160761,0.5
160762,0.5
160763,0.5
160764,0.5
160765,0.5
160766,0.5
160767,0.5
160768,0.5
160769,0.5
160770,0.5
160771,0.5
160772,0.5
160773,0.5
160774,0.5
160775,0.5
160776,0.5
160777,0.5
160778,0.5
160779,0.5
160780,0.5
160781,0.5
160782,0.5
160783,0.5
160784,0.5
160785,0.5
160786,0.5
160787,0.5
160788,0.5
160789,0.5
160790,0.5
160791,0.5
160792,0.5
160793,0.5
160794,0.5
160795,0.5
160796,0.5
160797,0.5
160798,0.5
160799,0.5
160800,0.5
160801,0.5
160802,0.5
160803,0.5
160804,0.5
160805,0.5
160806,0.5
160807,0.5
160808,0.5
160809,0.5
160810,0.5
160811,0.5
160812,0.5
160813,0.5
160814,0.5
160815,0.5
160816,0.5
160817,0.5
160818,0.5
160819,0.5
160820,0.5
160821,0.5
160822,0.5
160823,0.5
160824,0.5
160825,0.5
160826,0.5
160827,0.5
160828,0.5
160829,0.5
160830,0.5
160831,0.5
160832,0.5
160833,0.5
160834,0.5
160835,0.5
160836,0.5
160837,0.5
160838,0.5
160839,0.5
160840,0.5
160841,0.5
160842,0.5
160843,0.5
160844,0.5
160845,0.5
160846,0.5
160847,0.5
160848,0.5
160849,0.5
160850,0.5
160851,0.5
160852,0.5
160853,0.5
160854,0.5
160855,0.5
160856,0.5
160857,0.5
160858,0.5
160859,0.5
160860,0.5
160861,0.5
160862,0.5
160863,0.5
160864,0.5
160865,0.5
160866,0.5
160867,0.5
160868,0.5
160869,0.5
160870,0.5
160871,0.5
160872,0.5
160873,0.5
160874,0.5
160875,0.5
160876,0.5
160877,0.5
160878,0.5
160879,0.5
160880,0.5
160881,0.5
160882,0.5
160883,0.5
160884,0.5
160885,0.5
160886,0.5
160887,0.5
160888,0.5
160889,0.5
160890,0.5
160891,0.5
160892,0.5
160893,0.5
160894,0.5
160895,0.5
160896,0.5
160897,0.5
160898,0.5
160899,0.5
160900,0.5
160901,0.5
160902,0.5
160903,0.5
160904,0.5
160905,0.5
160906,0.5
160907,0.5
160908,0.5
160909,0.5
160910,0.5
160911,0.5
160912,0.5
160913,0.5
160914,0.5
160915,0.5
160916,0.5
160917,0.5
160918,0.5
160919,0.5
160920,0.5
160921,0.5
160922,0.5
160923,0.5
160924,0.5
160925,0.5
160926,0.5
160927,0.5
160928,0.5
160929,0.5
160930,0.5
160931,0.5
160932,0.5
160933,0.5
160934,0.5
160935,0.5
160936,0.5
160937,0.5
160938,0.5
160939,0.5
160940,0.5
160941,0.5
160942,0.5
160943,0.5
160944,0.5
160945,0.5
160946,0.5
160947,0.5
160948,0.5
160949,0.5
160950,0.5
160951,0.5
160952,0.5
160953,0.5
160954,0.5
160955,0.5
160956,0.5
160957,0.5
160958,0.5
160959,0.5
160960,0.5
160961,0.5
160962,0.5
160963,0.5
160964,0.5
160965,0.5
160966,0.5
160967,0.5
160968,0.5
160969,0.5
160970,0.5
160971,0.5
160972,0.5
160973,0.5
160974,0.5
160975,0.5
160976,0.5
160977,0.5
160978,0.5
160979,0.5
160980,0.5
160981,0.5
160982,0.5
160983,0.5
160984,0.5
160985,0.5
160986,0.5
160987,0.5
160988,0.5
160989,0.5
160990,0.5
160991,0.5
160992,0.5
160993,0.5
160994,0.5
160995,0.5
160996,0.5
160997,0.5
160998,0.5
160999,0.5
161000,0.5
161001,0.5
161002,0.5
161003,0.5
161004,0.5
161005,0.5
161006,0.5
161007,0.5
161008,0.5
161009,0.5
161010,0.5
161011,0.5
161012,0.5
161013,0.5
161014,0.5
161015,0.5
161016,0.5
161017,0.5
161018,0.5
161019,0.5
161020,0.5
161021,0.5
161022,0.5
161023,0.5
161024,0.5
161025,0.5
161026,0.5
161027,0.5
161028,0.5
161029,0.5
161030,0.5
161031,0.5
161032,0.5
161033,0.5
161034,0.5
161035,0.5
161036,0.5
161037,0.5
161038,0.5
161039,0.5
161040,0.5
161041,0.5
161042,0.5
161043,0.5
161044,0.5
161045,0.5
161046,0.5
161047,0.5
161048,0.5
161049,0.5
161050,0.5
161051,0.5
161052,0.5
161053,0.5
161054,0.5
161055,0.5
161056,0.5
161057,0.5
161058,0.5
161059,0.5
161060,0.5
161061,0.5
161062,0.5
161063,0.5
161064,0.5
161065,0.5
161066,0.5
161067,0.5
161068,0.5
161069,0.5
161070,0.5
161071,0.5
161072,0.5
161073,0.5
161074,0.5
161075,0.5
161076,0.5
161077,0.5
161078,0.5
161079,0.5
161080,0.5
161081,0.5
161082,0.5
161083,0.5
161084,0.5
161085,0.5
161086,0.5
161087,0.5
161088,0.5
161089,0.5
161090,0.5
161091,0.5
161092,0.5
161093,0.5
161094,0.5
161095,0.5
161096,0.5
161097,0.5
161098,0.5
161099,0.5
161100,0.5
161101,0.5
161102,0.5
161103,0.5
161104,0.5
161105,0.5
161106,0.5
161107,0.5
161108,0.5
161109,0.5
161110,0.5
161111,0.5
161112,0.5
161113,0.5
161114,0.5
161115,0.5
161116,0.5
161117,0.5
161118,0.5
161119,0.5
161120,0.5
161121,0.5
161122,0.5
161123,0.5
161124,0.5
161125,0.5
161126,0.5
161127,0.5
161128,0.5
161129,0.5
161130,0.5
161131,0.5
161132,0.5
161133,0.5
161134,0.5
161135,0.5
161136,0.5
161137,0.5
161138,0.5
161139,0.5
161140,0.5
161141,0.5
161142,0.5
161143,0.5
161144,0.5
161145,0.5
161146,0.5
161147,0.5
161148,0.5
161149,0.5
161150,0.5
161151,0.5
161152,0.5
161153,0.5
161154,0.5
161155,0.5
161156,0.5
161157,0.5
161158,0.5
161159,0.5
161160,0.5
161161,0.5
161162,0.5
161163,0.5
161164,0.5
161165,0.5
161166,0.5
161167,0.5
161168,0.5
161169,0.5
161170,0.5
161171,0.5
161172,0.5
161173,0.5
161174,0.5
161175,0.5
161176,0.5
161177,0.5
161178,0.5
161179,0.5
161180,0.5
161181,0.5
161182,0.5
161183,0.5
161184,0.5
161185,0.5
161186,0.5
161187,0.5
161188,0.5
161189,0.5
161190,0.5
161191,0.5
161192,0.5
161193,0.5
161194,0.5
161195,0.5
161196,0.5
161197,0.5
161198,0.5
161199,0.5
161200,0.5
161201,0.5
161202,0.5
161203,0.5
161204,0.5
161205,0.5
161206,0.5
161207,0.5
161208,0.5
161209,0.5
161210,0.5
161211,0.5
161212,0.5
161213,0.5
161214,0.5
161215,0.5
161216,0.5
161217,0.5
161218,0.5
161219,0.5
161220,0.5
161221,0.5
161222,0.5
161223,0.5
161224,0.5
161225,0.5
161226,0.5
161227,0.5
161228,0.5
161229,0.5
161230,0.5
161231,0.5
161232,0.5
161233,0.5
161234,0.5
161235,0.5
161236,0.5
161237,0.5
161238,0.5
161239,0.5
161240,0.5
161241,0.5
161242,0.5
161243,0.5
161244,0.5
161245,0.5
161246,0.5
161247,0.5
161248,0.5
161249,0.5
161250,0.5
161251,0.5
161252,0.5
161253,0.5
161254,0.5
161255,0.5
161256,0.5
161257,0.5
161258,0.5
161259,0.5
161260,0.5
161261,0.5
161262,0.5
161263,0.5
161264,0.5
161265,0.5
161266,0.5
161267,0.5
161268,0.5
161269,0.5
161270,0.5
161271,0.5
161272,0.5
161273,0.5
161274,0.5
161275,0.5
161276,0.5
161277,0.5
161278,0.5
161279,0.5
161280,0.5
161281,0.5
161282,0.5
161283,0.5
161284,0.5
161285,0.5
161286,0.5
161287,0.5
161288,0.5
161289,0.5
161290,0.5
161291,0.5
161292,0.5
161293,0.5
161294,0.5
161295,0.5
161296,0.5
161297,0.5
161298,0.5
161299,0.5
161300,0.5
161301,0.5
161302,0.5
161303,0.5
161304,0.5
161305,0.5
161306,0.5
161307,0.5
161308,0.5
161309,0.5
161310,0.5
161311,0.5
161312,0.5
161313,0.5
161314,0.5
161315,0.5
161316,0.5
161317,0.5
161318,0.5
161319,0.5
161320,0.5
161321,0.5
161322,0.5
161323,0.5
161324,0.5
161325,0.5
161326,0.5
161327,0.5
161328,0.5
161329,0.5
161330,0.5
161331,0.5
161332,0.5
161333,0.5
161334,0.5
161335,0.5
161336,0.5
161337,0.5
161338,0.5
161339,0.5
161340,0.5
161341,0.5
161342,0.5
161343,0.5
161344,0.5
161345,0.5
161346,0.5
161347,0.5
161348,0.5
161349,0.5
161350,0.5
161351,0.5
161352,0.5
161353,0.5
161354,0.5
161355,0.5
161356,0.5
161357,0.5
161358,0.5
161359,0.5
161360,0.5
161361,0.5
161362,0.5
161363,0.5
161364,0.5
161365,0.5
161366,0.5
161367,0.5
161368,0.5
161369,0.5
161370,0.5
161371,0.5
161372,0.5
161373,0.5
161374,0.5
161375,0.5
161376,0.5
161377,0.5
161378,0.5
161379,0.5
161380,0.5
161381,0.5
161382,0.5
161383,0.5
161384,0.5
161385,0.5
161386,0.5
161387,0.5
161388,0.5
161389,0.5
161390,0.5
161391,0.5
161392,0.5
161393,0.5
161394,0.5
161395,0.5
161396,0.5
161397,0.5
161398,0.5
161399,0.5
161400,0.5
161401,0.5
161402,0.5
161403,0.5
161404,0.5
161405,0.5
161406,0.5
161407,0.5
161408,0.5
161409,0.5
161410,0.5
161411,0.5
161412,0.5
161413,0.5
161414,0.5
161415,0.5
161416,0.5
161417,0.5
161418,0.5
161419,0.5
161420,0.5
161421,0.5
161422,0.5
161423,0.5
161424,0.5
161425,0.5
161426,0.5
161427,0.5
161428,0.5
161429,0.5
161430,0.5
161431,0.5
161432,0.5
161433,0.5
161434,0.5
161435,0.5
161436,0.5
161437,0.5
161438,0.5
161439,0.5
161440,0.5
161441,0.5
161442,0.5
161443,0.5
161444,0.5
161445,0.5
161446,0.5
161447,0.5
161448,0.5
161449,0.5
161450,0.5
161451,0.5
161452,0.5
161453,0.5
161454,0.5
161455,0.5
161456,0.5
161457,0.5
161458,0.5
161459,0.5
161460,0.5
161461,0.5
161462,0.5
161463,0.5
161464,0.5
161465,0.5
161466,0.5
161467,0.5
161468,0.5
161469,0.5
161470,0.5
161471,0.5
161472,0.5
161473,0.5
161474,0.5
161475,0.5
161476,0.5
161477,0.5
161478,0.5
161479,0.5
161480,0.5
161481,0.5
161482,0.5
161483,0.5
161484,0.5
161485,0.5
161486,0.5
161487,0.5
161488,0.5
161489,0.5
161490,0.5
161491,0.5
161492,0.5
161493,0.5
161494,0.5
161495,0.5
161496,0.5
161497,0.5
161498,0.5
161499,0.5
161500,0.5
161501,0.5
161502,0.5
161503,0.5
161504,0.5
161505,0.5
161506,0.5
161507,0.5
161508,0.5
161509,0.5
161510,0.5
161511,0.5
161512,0.5
161513,0.5
161514,0.5
161515,0.5
161516,0.5
161517,0.5
161518,0.5
161519,0.5
161520,0.5
161521,0.5
161522,0.5
161523,0.5
161524,0.5
161525,0.5
161526,0.5
161527,0.5
161528,0.5
161529,0.5
161530,0.5
161531,0.5
161532,0.5
161533,0.5
161534,0.5
161535,0.5
161536,0.5
161537,0.5
161538,0.5
161539,0.5
161540,0.5
161541,0.5
161542,0.5
161543,0.5
161544,0.5
161545,0.5
161546,0.5
161547,0.5
161548,0.5
161549,0.5
161550,0.5
161551,0.5
161552,0.5
161553,0.5
161554,0.5
161555,0.5
161556,0.5
161557,0.5
161558,0.5
161559,0.5
161560,0.5
161561,0.5
161562,0.5
161563,0.5
161564,0.5
161565,0.5
161566,0.5
161567,0.5
161568,0.5
161569,0.5
161570,0.5
161571,0.5
161572,0.5
161573,0.5
161574,0.5
161575,0.5
161576,0.5
161577,0.5
161578,0.5
161579,0.5
161580,0.5
161581,0.5
161582,0.5
161583,0.5
161584,0.5
161585,0.5
161586,0.5
161587,0.5
161588,0.5
161589,0.5
161590,0.5
161591,0.5
161592,0.5
161593,0.5
161594,0.5
161595,0.5
161596,0.5
161597,0.5
161598,0.5
161599,0.5
161600,0.5
161601,0.5
161602,0.5
161603,0.5
161604,0.5
161605,0.5
161606,0.5
161607,0.5
161608,0.5
161609,0.5
161610,0.5
161611,0.5
161612,0.5
161613,0.5
161614,0.5
161615,0.5
161616,0.5
161617,0.5
161618,0.5
161619,0.5
161620,0.5
161621,0.5
161622,0.5
161623,0.5
161624,0.5
161625,0.5
161626,0.5
161627,0.5
161628,0.5
161629,0.5
161630,0.5
161631,0.5
161632,0.5
161633,0.5
161634,0.5
161635,0.5
161636,0.5
161637,0.5
161638,0.5
161639,0.5
161640,0.5
161641,0.5
161642,0.5
161643,0.5
161644,0.5
161645,0.5
161646,0.5
161647,0.5
161648,0.5
161649,0.5
161650,0.5
161651,0.5
161652,0.5
161653,0.5
161654,0.5
161655,0.5
161656,0.5
161657,0.5
161658,0.5
161659,0.5
161660,0.5
161661,0.5
161662,0.5
161663,0.5
161664,0.5
161665,0.5
161666,0.5
161667,0.5
161668,0.5
161669,0.5
161670,0.5
161671,0.5
161672,0.5
161673,0.5
161674,0.5
161675,0.5
161676,0.5
161677,0.5
161678,0.5
161679,0.5
161680,0.5
161681,0.5
161682,0.5
161683,0.5
161684,0.5
161685,0.5
161686,0.5
161687,0.5
161688,0.5
161689,0.5
161690,0.5
161691,0.5
161692,0.5
161693,0.5
161694,0.5
161695,0.5
161696,0.5
161697,0.5
161698,0.5
161699,0.5
161700,0.5
161701,0.5
161702,0.5
161703,0.5
161704,0.5
161705,0.5
161706,0.5
161707,0.5
161708,0.5
161709,0.5
161710,0.5
161711,0.5
161712,0.5
161713,0.5
161714,0.5
161715,0.5
161716,0.5
161717,0.5
161718,0.5
161719,0.5
161720,0.5
161721,0.5
161722,0.5
161723,0.5
161724,0.5
161725,0.5
161726,0.5
161727,0.5
161728,0.5
161729,0.5
161730,0.5
161731,0.5
161732,0.5
161733,0.5
161734,0.5
161735,0.5
161736,0.5
161737,0.5
161738,0.5
161739,0.5
161740,0.5
161741,0.5
161742,0.5
161743,0.5
161744,0.5
161745,0.5
161746,0.5
161747,0.5
161748,0.5
161749,0.5
161750,0.5
161751,0.5
161752,0.5
161753,0.5
161754,0.5
161755,0.5
161756,0.5
161757,0.5
161758,0.5
161759,0.5
161760,0.5
161761,0.5
161762,0.5
161763,0.5
161764,0.5
161765,0.5
161766,0.5
161767,0.5
161768,0.5
161769,0.5
161770,0.5
161771,0.5
161772,0.5
161773,0.5
161774,0.5
161775,0.5
161776,0.5
161777,0.5
161778,0.5
161779,0.5
161780,0.5
161781,0.5
161782,0.5
161783,0.5
161784,0.5
161785,0.5
161786,0.5
161787,0.5
161788,0.5
161789,0.5
161790,0.5
161791,0.5
161792,0.5
161793,0.5
161794,0.5
161795,0.5
161796,0.5
161797,0.5
161798,0.5
161799,0.5
161800,0.5
161801,0.5
161802,0.5
161803,0.5
161804,0.5
161805,0.5
161806,0.5
161807,0.5
161808,0.5
161809,0.5
161810,0.5
161811,0.5
161812,0.5
161813,0.5
161814,0.5
161815,0.5
161816,0.5
161817,0.5
161818,0.5
161819,0.5
161820,0.5
161821,0.5
161822,0.5
161823,0.5
161824,0.5
161825,0.5
161826,0.5
161827,0.5
161828,0.5
161829,0.5
161830,0.5
161831,0.5
161832,0.5
161833,0.5
161834,0.5
161835,0.5
161836,0.5
161837,0.5
161838,0.5
161839,0.5
161840,0.5
161841,0.5
161842,0.5
161843,0.5
161844,0.5
161845,0.5
161846,0.5
161847,0.5
161848,0.5
161849,0.5
161850,0.5
161851,0.5
161852,0.5
161853,0.5
161854,0.5
161855,0.5
161856,0.5
161857,0.5
161858,0.5
161859,0.5
161860,0.5
161861,0.5
161862,0.5
161863,0.5
161864,0.5
161865,0.5
161866,0.5
161867,0.5
161868,0.5
161869,0.5
161870,0.5
161871,0.5
161872,0.5
161873,0.5
161874,0.5
161875,0.5
161876,0.5
161877,0.5
161878,0.5
161879,0.5
161880,0.5
161881,0.5
161882,0.5
161883,0.5
161884,0.5
161885,0.5
161886,0.5
161887,0.5
161888,0.5
161889,0.5
161890,0.5
161891,0.5
161892,0.5
161893,0.5
161894,0.5
161895,0.5
161896,0.5
161897,0.5
161898,0.5
161899,0.5
161900,0.5
161901,0.5
161902,0.5
161903,0.5
161904,0.5
161905,0.5
161906,0.5
161907,0.5
161908,0.5
161909,0.5
161910,0.5
161911,0.5
161912,0.5
161913,0.5
161914,0.5
161915,0.5
161916,0.5
161917,0.5
161918,0.5
161919,0.5
161920,0.5
161921,0.5
161922,0.5
161923,0.5
161924,0.5
161925,0.5
161926,0.5
161927,0.5
161928,0.5
161929,0.5
161930,0.5
161931,0.5
161932,0.5
161933,0.5
161934,0.5
161935,0.5
161936,0.5
161937,0.5
161938,0.5
161939,0.5
161940,0.5
161941,0.5
161942,0.5
161943,0.5
161944,0.5
161945,0.5
161946,0.5
161947,0.5
161948,0.5
161949,0.5
161950,0.5
161951,0.5
161952,0.5
161953,0.5
161954,0.5
161955,0.5
161956,0.5
161957,0.5
161958,0.5
161959,0.5
161960,0.5
161961,0.5
161962,0.5
161963,0.5
161964,0.5
161965,0.5
161966,0.5
161967,0.5
161968,0.5
161969,0.5
161970,0.5
161971,0.5
161972,0.5
161973,0.5
161974,0.5
161975,0.5
161976,0.5
161977,0.5
161978,0.5
161979,0.5
161980,0.5
161981,0.5
161982,0.5
161983,0.5
161984,0.5
161985,0.5
161986,0.5
161987,0.5
161988,0.5
161989,0.5
161990,0.5
161991,0.5
161992,0.5
161993,0.5
161994,0.5
161995,0.5
